url,status,final_url,in_sitemap,title,title_len,meta_len,h1_count,words,noindex,canonical,images_no_alt,internal_links,schema,resp_s
https://www.bariatriccounselingcenter.com/diet-and-nutrition/dietitians-or-nutritionists-breaking-down-the-differences/,200,,True,Dietitian Vs Nutritionist: Which Should You See?,48,152,1,1792,True,,0,62,Answer|BreadcrumbList|FAQPage|ImageObject|ListItem|NewsArticle|Person|Place|PostalAddress|Question|WebPage|WebSite,0.46
https://www.bariatriccounselingcenter.com/emotional-eating/what-is-emotional-eating/,200,,True,"What Is Emotional Eating? Signs, Causes & Help | BCC",52,156,1,1958,True,,0,63,Answer|BreadcrumbList|FAQPage|ImageObject|ListItem|NewsArticle|Person|Place|PostalAddress|Question|WebPage|WebSite,0.43
https://www.bariatriccounselingcenter.com/staff/bariatric-counseling-center-awarded-gold-seal-accreditation/,200,,True,Bariatric Counseling Center Awarded Gold Seal Accreditation,59,153,1,1125,True,,0,66,BreadcrumbList|ImageObject|ListItem|NewsArticle|Person|Place|PostalAddress|WebPage|WebSite,0.38
https://www.bariatriccounselingcenter.com/staff/bcc-in-the-news/,200,,True,BCC In The News | BCC Of San Antonio,36,86,1,723,True,,0,63,BreadcrumbList|ImageObject|ListItem|NewsArticle|Person|Place|PostalAddress|WebPage|WebSite,0.46
https://www.bariatriccounselingcenter.com/diet-and-nutrition/healthy-living/movement-where-to-start/,200,,True,Movement: Where To Start | Bariatric Counseling Center | Specialized Weight Loss Support,88,153,1,1028,True,,0,58,BreadcrumbList|ImageObject|ListItem|NewsArticle|Person|Place|PostalAddress|WebPage|WebSite,0.41
https://www.bariatriccounselingcenter.com/self-improvement/weight-loss-journey-self-improvement/goal-setting-for-weight-loss/,200,,True,Goal-Setting For Weight Loss | BCC Of San Antonio,49,160,1,1622,True,,0,64,BreadcrumbList|ImageObject|ListItem|NewsArticle|Person|Place|PostalAddress|WebPage|WebSite,0.48
https://www.bariatriccounselingcenter.com/self-improvement/behavioral-patterns/how-identify-self-sabotage-causes/,200,,True,How To Identify Self-Sabotage Causes | Part 1,45,102,1,1257,True,,0,63,BreadcrumbList|ImageObject|ListItem|NewsArticle|Person|Place|PostalAddress|WebPage|WebSite,0.43
https://www.bariatriccounselingcenter.com/staff/dr-sara-hamilton-a-holistic-approach-to-weight-loss/,200,,True,Dr. Sara Hamilton – A Holistic Approach To Weight Loss | Bariatric Counseling Center | Specialized Weight Loss Support,118,11,1,609,True,,0,50,BreadcrumbList|ImageObject|ListItem|NewsArticle|Person|Place|PostalAddress|WebPage|WebSite,0.4
https://www.bariatriccounselingcenter.com/staff/meet-dr-sara-hamilton/,200,,True,Meet Dr. Sara Hamilton | Bariatric Counseling Center | Specialized Weight Loss Support,86,157,1,608,True,,0,51,BreadcrumbList|ImageObject|ListItem|NewsArticle|Person|Place|PostalAddress|WebPage|WebSite,1.93
https://www.bariatriccounselingcenter.com/weight-loss-counseling/how-do-i-choose-a-weight-loss-program/,200,,True,How Do I Choose A Weight-Loss Program? | BCC San Antonio,56,156,1,1628,True,,0,63,BreadcrumbList|ImageObject|ListItem|NewsArticle|Person|Place|PostalAddress|WebPage|WebSite,0.44
https://www.bariatriccounselingcenter.com/emotional-eating/a-new-approach-to-holiday-eating/,200,,True,A New Approach To Holiday Eating | BCC San Antonio,50,90,1,1645,True,,0,62,BreadcrumbList|ImageObject|ListItem|NewsArticle|Person|Place|PostalAddress|WebPage|WebSite,0.43
https://www.bariatriccounselingcenter.com/self-improvement/motivation/understanding-types-of-motivation/,200,,True,Understanding Intrinsic And Extrinsic Motivation: A Comprehensive Guide | The BCC Of San Antonio,96,133,1,1673,True,,0,63,BreadcrumbList|ImageObject|ListItem|NewsArticle|Person|Place|PostalAddress|WebPage|WebSite,0.39
https://www.bariatriccounselingcenter.com/self-improvement/behavioral-patterns/how-to-change-a-habit/,200,,True,How To Change A Habit | The BCC Of San Antonio,46,133,1,1880,True,,0,62,BreadcrumbList|ImageObject|ListItem|NewsArticle|Person|Place|PostalAddress|WebPage|WebSite,0.4
https://www.bariatriccounselingcenter.com/diet-and-nutrition/gut-health/gastroparesis-aka-stomach-paralysis/,200,,True,"Gastroparesis, Aka Stomach Paralysis | BCC Of San Antonio",57,156,1,1690,True,,0,60,BreadcrumbList|ImageObject|ListItem|NewsArticle|Person|Place|PostalAddress|WebPage|WebSite,0.42
https://www.bariatriccounselingcenter.com/eating-disorders/understanding-disordered-eating-is-your-eating-a-problem/,200,,True,Understanding Eating Disorders — Is Your Eating A Problem? | Bariatric Counseling Center | Specialized Weight Loss Support,122,61,1,1349,True,,0,61,BreadcrumbList|ImageObject|ListItem|NewsArticle|Person|Place|PostalAddress|WebPage|WebSite,0.41
https://www.bariatriccounselingcenter.com/diet-and-nutrition/healthy-living/ozempic-vs-mounjaro-vs-zepbound-for-weight-loss/,200,,True,Ozempic Vs Mounjaro Vs Zepbound For Weight Loss: Compared,57,163,1,1554,True,,0,60,Answer|BreadcrumbList|FAQPage|ImageObject|ListItem|NewsArticle|Person|Place|PostalAddress|Question|WebPage|WebSite,0.4
https://www.bariatriccounselingcenter.com/self-improvement/mental-health/holistic-weight-loss-approach-overcoming-diet-culture-with-mind-and-body-wellness/,200,,True,Holistic Weight Loss: A Mind-and-Body Approach Beyond Diet Culture,66,161,1,3468,True,,0,79,Answer|BreadcrumbList|FAQPage|ImageObject|ListItem|NewsArticle|Person|Place|PostalAddress|Question|VideoObject|WebPage|WebSite,0.4
https://www.bariatriccounselingcenter.com/self-improvement/behavioral-patterns/sustaining-the-impact-of-ozempic-and-other-sema-glutide-injectables-with-behavioral-support/,200,,True,Ozempic And Other Sema-Glutide Injectables - BCC San Antonio,60,154,1,1625,True,,0,72,Answer|BreadcrumbList|FAQPage|ImageObject|ListItem|NewsArticle|Person|Place|PostalAddress|Question|WebPage|WebSite,0.39
https://www.bariatriccounselingcenter.com/diet-and-nutrition/supplements-and-wellness/probiotics-should-you-be-taking-them/,200,,True,Probiotics: Should You Be Taking Them? | Bariatric Counseling Center | Specialized Weight Loss Support,102,315,1,1654,True,,0,65,BreadcrumbList|ImageObject|ListItem|NewsArticle|Person|Place|PostalAddress|WebPage|WebSite,0.44
https://www.bariatriccounselingcenter.com/self-improvement/behavioral-patterns/how-to-identify-self-sabotage-behaviors-part-2/,200,,True,How To Identify Self-Sabotage Behaviors | Part 2 | Bariatric Counseling Center | Specialized Weight Loss Support,112,144,1,1489,True,,0,81,BreadcrumbList|ImageObject|ListItem|NewsArticle|Person|Place|PostalAddress|WebPage|WebSite,0.44
https://www.bariatriccounselingcenter.com/self-improvement/mental-health/4-practical-strategies-to-improve-body-image-after-weight-loss/,200,,True,4 Practical Strategies To Improve Body Image After Weight Loss | Bariatric Counseling Center | Specialized Weight Loss Support,126,157,1,1742,True,,0,65,BreadcrumbList|ImageObject|ListItem|NewsArticle|Person|Place|PostalAddress|WebPage|WebSite,0.5
https://www.bariatriccounselingcenter.com/diet-and-nutrition/healthy-living/fiesta-san-antonio-bariatric/,200,,True,"Fiesta: Culture, Celebration, And Staying On Track | Bariatric Counseling Center | Specialized Weight Loss Support",114,176,1,1660,True,,0,75,Answer|BreadcrumbList|FAQPage|ImageObject|ListItem|NewsArticle|Person|Place|PostalAddress|Question|WebPage|WebSite,0.59
https://www.bariatriccounselingcenter.com/healthy-living-2/why-late-night-snacking-always-wins-and-why-youre-not-weak-for-it/,200,,True,Why Late-Night Snacking Always Wins (And Why You’re Not Weak For It) | Bariatric Counseling Center | Specialized Weight Loss Support,132,157,1,2025,True,,0,66,BreadcrumbList|ImageObject|ListItem|NewsArticle|Person|Place|PostalAddress|WebPage|WebSite,0.51
https://www.bariatriccounselingcenter.com/eating-disorders/binge-eating/i-cannot-stop-binge-eating-what-is-actually-going-on/,200,,True,I Cannot Stop Binge Eating. What Is Actually Going On | Bariatric Counseling Center | Specialized Weight Loss Support,117,87,1,2428,True,,0,75,Answer|BreadcrumbList|FAQPage|ImageObject|ListItem|NewsArticle|Person|Place|PostalAddress|Question|WebPage|WebSite,0.6
https://www.bariatriccounselingcenter.com/self-improvement/mental-health/binge-eating-in-men-why-40-percent-of-cases-missed/,200,,True,Binge Eating In Men: Why 40% Of Cases Get Missed | Bariatric Counseling Center | Specialized Weight Loss Support,112,144,1,1668,True,,0,72,BreadcrumbList|ImageObject|ListItem|NewsArticle|Person|Place|PostalAddress|WebPage|WebSite,0.61
https://www.bariatriccounselingcenter.com/self-improvement/mental-health/binge-eating-disorder-ozempic-what-nobody-tells-you/,200,,True,Binge Eating Disorder And Ozempic: What Nobody Tells You | Bariatric Counseling Center | Specialized Weight Loss Support,120,148,1,1529,True,,0,71,BreadcrumbList|ImageObject|ListItem|NewsArticle|Person|Place|PostalAddress|WebPage|WebSite,2.29
https://www.bariatriccounselingcenter.com/self-improvement/mental-health/day-inside-bcc-binge-eating-iop/,200,,True,A Day Inside BCC's Binge Eating IOP | Bariatric Counseling Center | Specialized Weight Loss Support,99,147,1,1580,True,,0,70,BreadcrumbList|ImageObject|ListItem|NewsArticle|Person|Place|PostalAddress|WebPage|WebSite,0.44
https://www.bariatriccounselingcenter.com/healthy-living-2/how-do-i-manage-cravings-and-impulse-eating/,200,,True,How To Manage Food Cravings & Impulse Eating | BCC San Antonio,62,159,1,2645,True,,0,82,Answer|BreadcrumbList|FAQPage|ImageObject|ListItem|NewsArticle|Person|Place|PostalAddress|Question|WebPage|WebSite,0.42
https://www.bariatriccounselingcenter.com/self-improvement/mental-health/better-sleep-for-weight-loss-how-rest-impacts-your-metabolism-and-cravings/,200,,True,"Does Poor Sleep Increase Appetite? Sleep, Cravings & Weight",59,154,1,2629,True,,0,81,Answer|BreadcrumbList|FAQPage|ImageObject|ListItem|NewsArticle|Person|Place|PostalAddress|Question|VideoObject|WebPage|WebSite,0.46
https://www.bariatriccounselingcenter.com/self-improvement/mental-health/how-to-improve-self-esteem-while-losing-weight-the-healthy-way/,200,,True,Building Self-Esteem While Pursuing Healthier Habits,52,147,1,3249,True,,0,83,Answer|BreadcrumbList|FAQPage|ImageObject|ListItem|NewsArticle|Person|Place|PostalAddress|Question|WebPage|WebSite,0.58
https://www.bariatriccounselingcenter.com/self-improvement/mental-health/why-stress-eating-happens/,200,,True,Why Stress Eating Happens: Understanding Why Food Can Feel Out Of Control During Stress | Bariatric Counseling Center | Specialized Weight Loss Support,151,200,1,2245,True,,0,75,Answer|BreadcrumbList|FAQPage|ImageObject|ListItem|NewsArticle|Person|Place|PostalAddress|Question|WebPage|WebSite,0.43
https://www.bariatriccounselingcenter.com/weight-loss-counseling/five-ways-to-develop-motivation-for-behaviors-you-dont-enjoy/,200,,True,Five Ways To Develop Motivation For Behaviors You Don’t Enjoy | Bariatric Counseling Center | Specialized Weight Loss Support,125,153,1,2658,True,,0,78,BreadcrumbList|ImageObject|ListItem|NewsArticle|Person|Place|PostalAddress|VideoObject|WebPage|WebSite,0.43
https://www.bariatriccounselingcenter.com/eating-disorders/how-to-stop-stress-eating-simple-strategies-to-take-control-of-your-habits/,200,,True,How To Stop Stress Eating: Simple Strategies To Take Control Of Your Habits | Bariatric Counseling Center | Specialized Weight Loss Support,139,158,1,2059,True,,0,84,BreadcrumbList|ImageObject|ListItem|NewsArticle|Person|Place|PostalAddress|VideoObject|WebPage|WebSite,0.44
https://www.bariatriccounselingcenter.com/self-improvement/behavioral-patterns/you-already-do-things-you-dont-want-to-do-why-not-the-things-that-help-you-to-lose-weight/,200,,True,You Already Do Things You Don’t Want To Do – Why Not The Things That Help You To Lose Weight? | Bariatric Counseling Center | Specialized Weight Loss Support,157,157,1,2445,True,,0,80,BreadcrumbList|ImageObject|ListItem|NewsArticle|Person|Place|PostalAddress|VideoObject|WebPage|WebSite,0.43
https://www.bariatriccounselingcenter.com/diet-and-nutrition/how-to-overcome-emotional-eating-a-comprehensive-guide/,200,,True,How To Overcome Emotional Eating: A Comprehensive Guide | Bariatric Counseling Center | Specialized Weight Loss Support,119,152,1,2248,True,,0,76,BreadcrumbList|ImageObject|ListItem|NewsArticle|Person|Place|PostalAddress|WebPage|WebSite,0.41
https://www.bariatriccounselingcenter.com/diet-and-nutrition/sustainable-eating-habits-tips-for-long-term-wellness/,200,,True,Sustainable Eating Habits: Tips For Long-term Wellness | Bariatric Counseling Center | Specialized Weight Loss Support,118,153,1,2248,True,,0,71,BreadcrumbList|ImageObject|ListItem|NewsArticle|Person|Place|PostalAddress|WebPage|WebSite,0.44
https://www.bariatriccounselingcenter.com/weight-loss-counseling/how-psychotherapy-and-mental-health-counseling-support-sustainable-weight-loss/,200,,True,How Psychotherapy And mental Health Counseling Support Sustainable Weight Loss | Bariatric Counseling Center | Specialized Weight Loss Support,142,157,1,2002,True,,0,80,BreadcrumbList|ImageObject|ListItem|NewsArticle|Person|Place|PostalAddress|WebPage|WebSite,0.51
https://www.bariatriccounselingcenter.com/self-improvement/how-to-stop-self-sabotage-part-3/,200,,True,How To Stop Self-Sabotage | Part 3 | Bariatric Counseling Center | Specialized Weight Loss Support,98,112,1,1431,True,,0,80,BreadcrumbList|ImageObject|ListItem|NewsArticle|Person|Place|PostalAddress|WebPage|WebSite,0.42
https://www.bariatriccounselingcenter.com/healthy-living-2/5-practical-tips-for-dining-out-and-socializing-while-adopting-healthier-eating-habits/,200,,True,5 Practical Tips For Dining Out And Socializing While Adopting Healthier Eating Habits | Bariatric Counseling Center | Specialized Weight Loss Support,150,157,1,2029,True,,0,71,BreadcrumbList|ImageObject|ListItem|NewsArticle|Person|Place|PostalAddress|WebPage|WebSite,0.45
https://www.bariatriccounselingcenter.com/weight-loss-journey/how-family-support-impacts-weight-loss-a-guide-for-loved-ones/,200,,True,How Family Support Impacts Weight Loss: A Guide For Loved Ones | Bariatric Counseling Center | Specialized Weight Loss Support,126,150,1,2404,True,,0,74,BreadcrumbList|ImageObject|ListItem|NewsArticle|Person|Place|PostalAddress|WebPage|WebSite,0.4
https://www.bariatriccounselingcenter.com/self-improvement/how-to-maintain-motivation-on-your-weight-loss-journey/,200,,True,How To Maintain Motivation On Your Weight Loss Journey | Bariatric Counseling Center | Specialized Weight Loss Support,118,157,1,1939,True,,0,74,BreadcrumbList|ImageObject|ListItem|NewsArticle|Person|Place|PostalAddress|WebPage|WebSite,0.38
https://www.bariatriccounselingcenter.com/what-happens-in-a-bariatric-psych-eval/,200,,True,What Happens In A Bariatric Psych Eval? Cost & Insurance,56,148,1,1465,True,,0,34,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Person|Place|PostalAddress|Question|WebPage|WebSite,0.41
https://www.bariatriccounselingcenter.com/bariatric-psychological-evaluation-near-me/,200,,True,Bariatric Psychological Evaluation Near Me | What To Know,57,144,1,1436,True,,0,34,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Person|Place|PostalAddress|Question|WebPage|WebSite,0.36
https://www.bariatriccounselingcenter.com/bariatric-psych-eval-in-texas/,200,,True,Bariatric Psych Eval In Texas | Telehealth Statewide,52,148,1,1472,True,,0,34,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Person|Place|PostalAddress|Question|WebPage|WebSite,0.42
https://www.bariatriccounselingcenter.com/stop-the-cycle-of-binge-eating-you-dont-have-to-face-this-alone/,200,,True,Stop The Cycle Of Binge Eating | Support That Works,51,134,0,1139,True,,0,7,Article|BreadcrumbList|ImageObject|ListItem|Person|Place|PostalAddress|VideoObject|WebPage|WebSite,0.4
https://www.bariatriccounselingcenter.com/post-bariatric-surgery-support/,200,,True,Post-Bariatric Surgery Support,30,148,0,1082,True,,0,5,Article|BreadcrumbList|ImageObject|ListItem|Person|Place|PostalAddress|VideoObject|WebPage|WebSite,0.43
https://www.bariatriccounselingcenter.com/binge-eating-therapy-in-san-antonio-tx/,200,,True,"Binge Eating Therapy In San Antonio, TX | Bariatric Counseling Center | Specialized Weight Loss Support",103,35,1,929,True,,0,34,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Person|Place|PostalAddress|Question|WebPage|WebSite,0.45
https://www.bariatriccounselingcenter.com/food-addiction-treatment-in-san-antonio-tx/,200,,True,Food Addiction Treatment San Antonio | Real Help For Overeaters,63,185,1,2176,True,,0,36,Answer|BreadcrumbList|FAQPage|ImageObject|ListItem|Offer|Place|PostalAddress|Question|Service|WebPage|WebSite,0.46
https://www.bariatriccounselingcenter.com/compulsive-overeating-counseling-san-antonio-tx/,200,,True,Compulsive Overeating & Food Addiction Counseling In San Antonio | BCC,70,173,1,1451,True,,0,39,Article|BreadcrumbList|ImageObject|ListItem|Person|Place|PostalAddress|WebPage|WebSite,0.49
https://www.bariatriccounselingcenter.com/binge-eating-disorder-treatment-san-antonio/,200,,True,Binge Eating Disorder Treatment In San Antonio | Bariatric Counseling Center | Specialized Weight Loss Support,110,162,1,3303,True,,0,36,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Person|Place|PostalAddress|Question|WebPage|WebSite,0.44
https://www.bariatriccounselingcenter.com/night-eating-syndrome-treatment-in-san-antonio-tx/,200,,True,"If The Hardest Part Of Your Day Is Night, There Is Help | Bariatric Counseling Center | Specialized Weight Loss Support",119,158,1,944,True,,0,34,Article|BreadcrumbList|ImageObject|ListItem|Person|Place|PostalAddress|WebPage|WebSite,0.42
https://www.bariatriccounselingcenter.com/food-addiction-treatment-in-texas/,200,,True,"Food Addiction Treatment In Texas: Real Help For Overeaters, Wherever You Live | Bariatric Counseling Center | Specialized Weight Loss Support",142,156,1,1251,True,,0,36,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Person|Place|PostalAddress|Question|WebPage|WebSite,1.17
https://www.bariatriccounselingcenter.com/testimonials/,200,,True,Real Client Testimonials | Bariatric Counseling Center,54,120,1,1233,True,,0,33,Article|BreadcrumbList|ImageObject|ListItem|Person|Place|PostalAddress|VideoObject|WebPage|WebSite,0.49
https://www.bariatriccounselingcenter.com/registered-dietitian-in-san-antonio-tx/,200,,True,"Registered Dietitian In San Antonio, TX | BCC",45,156,1,1176,True,,0,36,Answer|BreadcrumbList|FAQPage|ImageObject|ListItem|Offer|Place|PostalAddress|Question|Service|WebPage|WebSite,1.11
https://www.bariatriccounselingcenter.com/bariatric-surgery-counseling-in-san-antonio-tx/,200,,True,"Bariatric Surgery Counseling In San Antonio, TX | BCC",53,145,1,1303,True,,0,37,Answer|BreadcrumbList|FAQPage|ImageObject|ListItem|Offer|Place|PostalAddress|Question|Service|WebPage|WebSite,0.43
https://www.bariatriccounselingcenter.com/bariatric-surgery-psychological-evaluation-in-san-antonio-tx/,200,,True,Bariatric Psychological Evaluation | San Antonio + TX Telehealth,64,145,1,1247,True,,0,34,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Person|Place|PostalAddress|Question|WebPage|WebSite,0.38
https://www.bariatriccounselingcenter.com/bariatric-therapy-in-san-antonio-tx/,200,,True,"Bariatric Therapy In San Antonio, TX | Bariatric Counseling Center",66,152,1,873,True,,0,34,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Person|Place|PostalAddress|Question|WebPage|WebSite,0.41
https://www.bariatriccounselingcenter.com/virtual-emotional-eating-therapy-in-texas/,200,,True,Virtual Emotional Eating Therapy In Texas | Bariatric Counseling Center,71,147,1,888,True,,0,34,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Person|Place|PostalAddress|Question|WebPage|WebSite,0.38
https://www.bariatriccounselingcenter.com/nutritional-counseling-in-san-antonio-tx/,200,,True,"Nutritional Counseling In San Antonio, TX | Bariatric Counseling Center | Specialized Weight Loss Support",105,157,1,828,True,,0,34,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Person|Place|PostalAddress|Question|WebPage|WebSite,0.43
https://www.bariatriccounselingcenter.com/holistic-weight-loss-counseling-in-san-antonio-tx/,200,,True,"Holistic Weight Loss Counseling In San Antonio, TX | Bariatric Counseling Center | Specialized Weight Loss Support",114,157,1,893,True,,0,35,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Person|Place|PostalAddress|Question|WebPage|WebSite,0.41
https://www.bariatriccounselingcenter.com/bariatric-therapist-in-san-antonio-tx/,200,,True,"Bariatric Therapist In San Antonio, TX | Bariatric Counseling Center | Specialized Weight Loss Support",102,154,1,1243,True,,0,38,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Person|Place|PostalAddress|Question|WebPage|WebSite,0.42
https://www.bariatriccounselingcenter.com/holistic-approach-to-weight-loss/,200,,True,Holistic Weight Loss Program | Mind-Body Approach At BCC,56,178,1,968,True,,0,34,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Person|Place|PostalAddress|Question|WebPage|WebSite,0.37
https://www.bariatriccounselingcenter.com/what-is-a-bariatric-therapist/,200,,True,What Is A Bariatric Therapist? | BCC San Antonio,48,152,1,1338,True,,0,37,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Person|Place|PostalAddress|Question|WebPage|WebSite,0.43
https://www.bariatriccounselingcenter.com/bariatric-counseling-near-me/,200,,True,Bariatric Counseling Near Me | Bariatric Counseling Center,58,162,1,1042,True,,0,35,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Person|Place|PostalAddress|Question|WebPage|WebSite,0.38
https://www.bariatriccounselingcenter.com/bariatric-therapist-near-me/,200,,True,Bariatric Therapist Near Me | San Antonio & Texas Telehealth,60,183,1,933,True,,0,36,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Person|Place|PostalAddress|Question|WebPage|WebSite,0.39
https://www.bariatriccounselingcenter.com/ourprogram/coordinate-with-medical-providers/,200,,True,Coordinated Care For Eating Disorders | Bariatric Counseling,60,157,1,878,True,,0,42,Article|BreadcrumbList|ImageObject|ListItem|Person|Place|PostalAddress|WebPage|WebSite,0.48
https://www.bariatriccounselingcenter.com/understanding-weight-loss-medications-wegovy-ozempic-zepbound-and-mounjaro/,200,,True,Wegovy Vs Ozempic Vs Zepbound Vs Mounjaro: Differences Compared,63,171,1,1373,True,,0,37,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Person|Place|PostalAddress|Question|WebPage|WebSite,0.44
https://www.bariatriccounselingcenter.com/about/,200,,True,About The Bariatric Counseling Center | San Antonio TX,54,151,1,2903,True,,2,47,AboutPage|AdministrativeArea|BreadcrumbList|ImageObject|ListItem|MedicalClinic|MedicalOrganization|OpeningHoursSpecification|Person|Place|PostalAddress|WebSite,0.6
https://www.bariatriccounselingcenter.com/weight-management-therapist-in-san-antonio-tx/,200,,True,"Weight Management Therapist In San Antonio, TX | BCC",52,151,1,1795,True,,0,36,Answer|BreadcrumbList|FAQPage|ImageObject|ListItem|Offer|Place|PostalAddress|Question|Service|WebPage|WebSite,0.43
https://www.bariatriccounselingcenter.com/weight-management-program-in-san-antonio-tx/,200,,True,"Weight Management Program In San Antonio, TX | BCC",50,146,1,1180,True,,0,36,Answer|BreadcrumbList|FAQPage|ImageObject|ListItem|Offer|Place|PostalAddress|Question|Service|WebPage|WebSite,0.39
https://www.bariatriccounselingcenter.com/eating-disorder-iop-in-san-antonio-tx/,200,,True,"Eating Disorder IOP In San Antonio, TX | BCC",44,157,1,1381,True,,0,35,Answer|BreadcrumbList|FAQPage|ImageObject|ListItem|Offer|Place|PostalAddress|Question|Service|WebPage|WebSite,0.53
https://www.bariatriccounselingcenter.com/overeaters-anonymous-support-san-antonio-tx/,200,,True,Overeaters Support In San Antonio | OA-Friendly Clinical Care,61,202,1,1426,True,,0,36,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Person|Place|PostalAddress|Question|WebPage|WebSite,2.71
https://www.bariatriccounselingcenter.com/overeating-treatment-in-san-antonio-tx/,200,,True,"Treatment For Overeating In San Antonio, TX | Bariatric Counseling Center | Specialized Weight Loss Support",107,155,1,1298,True,,0,39,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Person|Place|PostalAddress|Question|WebPage|WebSite,0.39
https://www.bariatriccounselingcenter.com/online-weight-management-therapy-in-texas/,200,,True,Online Weight Management Therapy In Texas | Bariatric Counseling Center | Specialized Weight Loss Support,105,156,1,675,True,,0,34,Article|BreadcrumbList|ImageObject|ListItem|Person|Place|PostalAddress|WebPage|WebSite,0.42
